anchor_id,positive_id,negative_id
SOEEWVH12A58A78C98,SOCKVDU12A58A7CB2B,SOZXHBQ12AB0186626
SOXITYD12A8C13926C,SOFGTII12A8C138C64,SOPDENX12AB0184291
SOXBQAH12A8C145D7E,SOGDMUK12A58A7EF49,SOIKLJM12A8C136355
SOXQUAN12A8C14237B,SOJVSSI12AB017F86A,SOOFSOZ12AB01823DA
SOAMSNB12AB018073A,SOLPEZP12A81C1FC4E,SOCSPUV12A6D4F8982
SOTPQFM12AB017AC9E,SOAYYDM12AB01817E6,SOKAAAY12AB0186459
SOVESSN12A8C138D11,SOOHXDO12AC468D5A6,SOEECTD12AB0187743
SOSYYBH12A6D4FBEB0,SOHESEE12A6D4FBEA1,SOPEQXB12AF72A01E6
SOVEIBB12A8C13E5C3,SOAZIRE12A6702046F,SOREYPX12A67020C28
SOJYVHU12A8C136AA7,SOUSOHK12B34F32BF8,SOCSMXP12AC468E235
SONUMYT12A8AE47DEE,SOGNIKB12AB0187D8B,SOAOXXN12A8C13B7E5
SOGVCMW12A6D4FA6D8,SOYPTZF12A8C13D9E0,SOXWYZE12AB0180068
SOXYARV12A8C1368C8,SOXQOHL12AB017D69E,SOFYIQI12A6D4F8D85
SOIIXNV12AB018265A,SOIXLJG12AB018508A,SOSPGMD12AB0180C42
SOFKCRM12A6D4F7764,SOVIDFP12A6D4F776B,SOTXSMQ12AB0188070
SOAWIAD12AB01855B1,SOWHKBF12AB0182F84,SOWRNJC12AB0184DA1
SOPCIDB12AB0182868,SOBUKXN12AB0182862,SOTKMGF12A8C140C24
SOOJKZW12A8C1410F7,SOEQWIU12AB0186998,SODDLKS12AB01849CB
SOVENUK12A8C1364D2,SOTXKNF12A6D4F957B,SOAGTDK12AB0183B94
SOKDZVJ12AB0187907,SOOVYVU12AB018AF75,SOESONI12AB0183D50
SOGHDRL12AB0181688,SOIDVKS12A6D4F92B1,SOVTFHL12A8C131A80
SORNKMJ12A8C131ABC,SOLALOA12A8C131AA0,SOKSWZJ12B0B80868F
SOWAYMQ12A6D4F4979,SOBOIEE12A6D4F9D1B,SOOTAPN12A8C140C40
SOCQATN12AB01855E4,SOIOAAO12AB01856CB,SOLULXP12A8C13F80C
SOBIWFT12AB01851E5,SOADHKK12A8C14281B,SOTAEIP12A6D4F76A5
SOZUDLS12AB0183899,SOSVWOJ12A6D4F7A33,SOHJGBD12AC468B57F
SOJIYSW12A58A78FFA,SOFPDTP12AB0180C7B,SOMFSUZ12AB017DA1B
SOEJCDM12AB017C3F5,SOATQDF12AB018BD25,SOFBHSZ12AB0187432
SOPFOWH12A8AE46A1E,SOCYEEM12A8AE485A7,SOMFOQR12AB018B865
SOVLGJY12A8C13FBED,SOEFTHD12A8C13EC47,SOALPVX12AB018E586
SOVUVYH12AC9DCF410,SOODTVT12AC9E15740,SOKDZMH12A6D4F77D5
SOWKTJS12A6D4FC2AE,SOMUSOR12A6D4FC2AC,SOCWUXY12A58A7F1E8
SOAKJXQ12AC960D8DD,SOCNYUB12A6D4FA9C6,SOSQCVI12A8C138447
SOHZGOY12A81C2077D,SOEPOHV12A6D4F9309,SOTGLCR12A8C135270
SOLTTJA12A8C13FC12,SOMFNPC12A8C13E5FE,SOKSRRN12A8C135415
SOXEXKP12AB0181912,SOYIXFH12A8C13ABA5,SOPBHMH12AB018252F
SOMFERP12AB018BFCD,SOEVRFM12A6D4F87AB,SOWJHAT12A6D4FD50E
SOCDLVW12AB018371F,SOMKFVQ12A58A75F9A,SOFTQEY12A8C13B3B5
SOZOFKF12A6D4F66E3,SOEYDYM12A6D4F66EC,SOWCVGW12A6D4F78B2
SOZKJLI12AB018270F,SOTIHTH12A6701E117,SOZPCMH12AB0183223
SOULMYP12A8C143D8B,SOVRDND12A8C13AE30,SOWDVIU12A8C13E8E8
SODRVVX12AB0180642,SOEETHB12AB018349B,SOMEFUD12A8C13466D
SOLBODB12AB017C109,SOBTBVE12AB017C125,SOKWJYL12A6D4F6801
SOUKNRX12A8C13C471,SOAOXXN12A8C13B7E5,SOESMAA12A8C13FE98
SOXWGIK12AB0188F49,SONBRVB12AB0188F34,SOAIFNO12AB0184E2D
SOCCRZP12A8C13A8B4,SOTLMKG12A8C13D8E0,SOSSHOW12AB017DAB6
SOGDNES12AB017FB13,SONEDJP12AB017FD27,SONRQRW12AB01880EC
SOSNYYR12AB0186C8F,SOUGNPD12AB01874F2,SOILXVI12AB018A512
SOOQDIA12AB018556C,SOMBZHY12AB01876B5,SOPSQXW12AB0185BAE
SODWYJL12A58A7BCE4,SOBZUIG12A8AE48C94,SOBDORC12AB0188B51
SOSGQQS12A8C137AF5,SODJXSV12A8C137ADD,SODRZRU12A67ADEA50
SODJHZL12A8C143261,SOSZYBD12A58A7B8AF,SOHWBEV12AC3DF7F51
SOLWNZE12AF72A6208,SOBKFXR12A8C13A68D,SOTIULM12A8C13E99F
SOGNSEP12A8C140958,SOZHFMV12AB01815B5,SOFEDVJ12A8C137179
SOQHGWW12AC3DF5A25,SOZBOZE12A8C1356B6,SOFECOD12A8C1408F5
SONWQGF12AB018719A,SOCRHCQ12A58A7C8C6,SOBBKOT12AB0189608
SOARFFM12A81C2368D,SOSBNWJ12A81C2334C,SOREYVC12A8C133C42
SOCIAJF12AB0187593,SOMKPCU12AB01875AD,SOFPUCR12AB018CF24
SOILLIE12A8AE472F5,SOPGDIC12A6D4F761B,SOJTINV12A8C14182C
SOMNTCK12A58A7DF30,SOKPGUB12AB01875FB,SOVDKIH12AB0187301
SOIRVLZ12A8AE4737A,SOFMAZT12A670205A1,SOWIFPJ12A6D4F7E0C
SOKTCYJ12A6D4FA76A,SOSGDPB12A670200CD,SOXIMZN12AB0187207
SOATMMS12A58A7CDFE,SOXBBWU12A8C137723,SOMWUDC12A81C1FA9D
SOVHTGK12A6D4F8A2C,SOJGBCS12A6310EEED,SOBSZLJ12A8C13F542
SOYHTLP12A6D4FC356,SOULFBC12A8C143403,SOOMCSJ12A58A80019
SOULFBC12A8C143403,SOYHTLP12A6D4FC356,SOTMMVC12AF72A0207
SOZVZPG12AB0181965,SOXUFZC12AB018196B,SOIJXKS12AB01844EB
SOGVIUV12AB018CAA7,SOBSFJL12A8AE47879,SOOZBJW12A58A76428
SOFSOCN12A8C143F5D,SOLMFNE12AB018F807,SOTGHJC12A8C145F28
SOYQLCM12A8C13D8CF,SORYHNK12A6D4F8855,SOWRHSP12A58A77A73
SOUATIN12AB0189319,SOCXCHM12AB018555C,SOPNQUQ12AB0184249
SOCQVWY12AB01876AE,SONZZCC12AB0182334,SOZKQWY12A6D4FA5E6
SOZMHBL12AB0182B09,SOYJFZG12AB0182B13,SOFPNYL12AC468B839
SOBUIHY12A6D4F5D1B,SOCFQLH12AF72A942D,SOKVNAG12AB0188334
SOIXKYM12A8C14339E,SOJKAWU12AB017AD58,SOKGPRX12A8C138268
SOEMYXK12A6D4F7D6C,SOLVPGN12AB0181896,SOULACG12AF729D905
SOGFCQB12A8C14140E,SOFDAHL12AB0189065,SONIONZ12A8C13FBCC
SOEZCYJ12A58A7C0D4,SONJXBM12A8C13C358,SOADNXU12A8C14484B
SOZFIIU12A6D4F7A12,SOZJOLD12A6D4F631A,SOVEJYH12A6D4FDF91
SOCEMAH12A58A7B166,SOLWDQW12A58A80EAA,SOAYSTM12AC468DD9F
SOPSQXW12AB0185BAE,SOCCIIB12AB0185BBF,SOXEOQW12A58A7DB48
SOPAZPG12AB017DDDA,SOGOSOV12AF72A285E,SOAKART12A8C13ED9D
SOEJCNS12A8C142BBE,SOSUCQN12A8C141DFF,SOOSDYP12A6D4FA1E9
SOIJAZJ12A8151D43D,SOEWYFK12A8151B9CF,SOWSCNO12A58A7F75E
SOGUEBP12AB0186526,SOLKANS12A8AE478D7,SOUCSUV12AB0182B0C
SOQPUZI12A8C138622,SONNKAL12A8C136EF6,SOAPKIC12A6D4FAA4C
SORWHWY12A6702038E,SOCKIPJ12A67FFB378,SOAIQHN12AB01824A1
SOTUAWD12A58A7A66A,SOQKUJS12AB017B5A1,SOTTXSR12AB01877BC
SOXBGEB12A8C140043,SOMOOXH12A8C13A0EA,SOZGFUF12A8C132F96
SOQHHWP12A8C1356EA,SOOZEIK12A8C13571F,SOIJDOP12A8C131FC9
SONVTNT12A8C1403B5,SORLOEX12A8C143897,SOYFEFV12AB017E1BD
SOQMKMH12A58A78E02,SOOMVRB12AB01817EC,SOWFVUL12A6D4FABE4
SOOATGI12A67020FC4,SOODGZS12AB01891E9,SOITTVN12A58A7998C
SOKUWTO12AAF3B5516,SOBDDTR12AAF3B552E,SOMFYIV12A58A7F0B5
SOPSIND12AB017E4DC,SORXPNQ12A6D4F9317,SORSDGY12AB017CC85
SOKPHOZ12A8C13708E,SOCVSRH12A8C1370B1,SOAWKUR12A8C1402E1
SOUPVWI12AB0180F7F,SOOPRIU12A8C14485F,SOSPPQF12A6D4F756F
SOCGURO12AB01895EB,SOMRTUL12AB01895CE,SOVEVXB12A8C138502
SOAFVQJ12AB0184321,SOBTDRJ12AB01827C4,SOFODRO12A8C14073F
SOQSEFH12AB017A4D5,SOGEIQX12A8C136E0E,SOLBSZA12AB0181B49
SOJLJHL12A8C14318A,SOHSNSJ12A6D4F7CBB,SOKSINK12A8C13CB9B
SOWSCNO12A58A7F75E,SOFNQLP12AB0183AF5,SODXUDI12A8C1408A2
SOTRMGV12A8C140E17,SOTZOLP12AF72A7467,SOUFRLR12A67020BDD
SORMUQC12A8C13C1D7,SODZWZP12A8C13AEB6,SONLZAW12D021B2FEB
SOSQSKC12A6D4F6C7F,SOMXWQD12A6D4F85B0,SOFLMPT12A8C1346EC
SOVRNZX12AB0189FA9,SOAYORJ12AC468864C,SOGJWWV12A8C13D362
SOHYDKD12AC4687498,SORCIKK12AB0184E4D,SOFTAHL12A8C141197
SOTWBOE12AB0188D71,SORJNZB12AB0188DA8,SOJMBEU12A81C21EA1
SOXWGIK12AB0188F49,SONBRVB12AB0188F34,SOWCIHO12AB017FD2D
SOGVTMZ12A6701FC5E,SOVPVXI12A670214E1,SOXLBJT12A8C140925
SOEDGKX12A6D4FAB3B,SOKVCKT12A8C137705,SOFCGOD12AB0190455
SOQBLYE12AB01804E9,SOJPHOO12A8C13F9B7,SOIFFRR12AF72A9AAE
SOOZPUG12A8C132EDD,SOVGBEK12A8C134E04,SODUZGB12AB0181E92
SOKBMFU12A8C1391A9,SOORWVR12AB018D00E,SOMTDDB12AB018CA6C
SOIFZCX12AB0186C2F,SOYLVIX12AB0186C6E,SODQNUJ12AB017C7C3
SOYMAKU12A8C1381DF,SOGNCRN12A8C13B1CE,SOXVBVL12AF72A600C
SODGLJF12A8C13DBDB,SOEMNAN12A8C13C390,SOYAUGB12A6D4F9EE6
SOYFVSS12AB018BBD0,SOHKNVT12AB018BBB0,SOMJBZK12A8C13A2B7
SONRHRD12A8C145EFD,SOQTNGG12AB017F51E,SOIZEQJ12AB018CF44
SOZCMGS12A6701F2B4,SOAKJEA12A6701F2BA,SOQPGEM12AB0187476
SOILEDG12A58A7FD6C,SOUUPFK12A58A7AD74,SOKCNCS12A6D4F88D6
SOVAXAT12A6D4FBDF5,SOKXAMD12A6D4F7005,SOSMZDY12AAFF43392
SOAIYJY12AC4689687,SOFYAKR12AB01886BA,SOKSAWV12CF5F86E98
SOPIDRC12A67ADA4BB,SOFRKFN12A6D4F796A,SOLSMOM12AB017FEFB
SOONDHS12A58A7CADA,SOJFDCP12AB0181DDD,SOSFJWB12AB018906D
SOBLAUT12AB01830D0,SODNZDE12AB0184C18,SOIPRXG12A6D4FCE14
SOGTFWG12A8C1323A7,SOWXKUV12A58A80BB4,SOOUXZX12A8C13E07C
SOKGMDH12AB0181F8A,SOOFBFH12A8C140A9B,SOSMURO12A8C13BBFE
SONNMKS12A8C13E662,SOCQBOB12A67AE23D8,SOSZXPX12AB0185797
SOJVXWQ12AC4687937,SOJANUN12AC4687930,SOSFTTI12AB018E7C3
SOHOPAT12A8C1436AC,SOECRTE12A8C14296D,SOOVYRC12AF72A65C2
SOBCYRU12AB017BBC4,SOHETMB12AAA8C7714,SOYKVDO12A6D4F6E45
SOMZYDI12A58A79E51,SOLCHFD12A58A7F36E,SOSAWUA12A58A79867
SOOZUWX12A6D4FB879,SOXBSPP12A6D4FE4C8,SONJNMM12A8C1442B7
SOPVNIE12AB017D318,SORUCCJ12AB017D30A,SOGTRVF12A8C1363B5
SOXPCIR12A8C138B21,SOCNEOJ12A3F1EB4A3,SOOUXON12AB018B773
SOTQWRG12AB0188A9E,SOAOIBZ12AB01815BE,SODUOQU12A58A7D2A8
SOFJRZY12AB0186977,SOSECPQ12AC468AF6D,SOERMTI12AB01827E8
SOBKSYH12AB0185626,SOWDPKB12AB0185629,SOSPOEC12AB01820D7
SOTURRX12A8C1390E1,SOIUOPO12AB0184B9B,SOJRSDF12AB0183DC1
SOELQTU12AB018949D,SOXVQUA12AC9097BD2,SODYNOZ12A8C13D20D
SOMRXFZ12A8C13A34B,SOUKYTV12A8C13964D,SOWNUXQ12AF72A1A91
SOJZKNQ12A8C13F87F,SOESUWV12D021B1A1C,SOMDMNB12A6D4F49A2
SOPAGGN12AC468D06E,SOHFBGI12AB01831E1,SOPHEQT12AB01859F4
SORTKRB12A8C131EF0,SOZCTXZ12AB0182364,SOJDUTZ12A6701C5CD
SOJDUEN12A8C13863C,SOFWCBS12AB017D72E,SOHJHKC12A6D4F7B88
SOAAYRB12AB0184B94,SOHCEBI12AB0188937,SOVTGRX12AB018A7AA
SOBBNMI12AB017DE47,SOLVSGJ12AB017C67B,SOLOEUN12AC95F02CE
SOKHURT12AB0185DE0,SOMTKDZ12A6D4F8161,SOFPPKW12A58A7CEB5
SOXAATM12A58A7ABA8,SOXMJIX12A8C13C3FE,SOTRIEY12A8AE45C9E
SOMKZCX12AB0187D3C,SORCJAA12AB01895B2,SOPRLOB12A58A804BF
SONOMSW12AB0186949,SOVLGTU12AB0186955,SOIHETP12A8C13FBC3
SOVSLRN12AF72A3302,SOTLNXM12A8C137A13,SOSEQWD12A81C21F43
SOIMQQM12A6D4F7E9C,SOXQXOJ12A6D4F6546,SONATGZ12AB0185FCE
SOKWXZO12AAA8C902D,SOAWWXO12A6D4F84F7,SOKTLVW12A58A7C529
SONMLOF12A6701C411,SORABXD12A6310D91F,SOYIWNY12AC3DF96FC
SOILPDC12A8C13450A,SONQKPJ12A8C135F90,SOUHSFF12AB0188F35
SOLMKEF12AC9071897,SOGWYSC12AC4687614,SOUYSVX12A8C140E2C
SONFSDH12AB017F3AF,SOHQHIL12A6D4FA785,SOBWEUA12AB017EBA4
SOLEMKI12A8C13B5A1,SOAQWLF12A81C20529,SORXVBE12A58A7DDF1
SOGHUUH12A8C141630,SOHFDGY12A8C13E0EE,SOHYNHC12AB01859A5
SORFXPG12AB0182E21,SOXXWIL12AB0182D64,SOOWUWR12A8C13A62C
SOKKTGI12AC4689F59,SOOHHBP12AC4689F2A,SOHRGOT12A8C13EBA7
SOFDUNX12AB018480E,SOGOURE12A6D4F7247,SOYIZMK12AB018BBB4
SOBXUYE12AB018258C,SOLFOTM12AB01825BA,SOCGDTZ12A8C1416CC
SOSWAKR12AB017B202,SOIITOF12AB017B187,SOKVKYW12A8AE46741
SOUPOOE12AB017FC1B,SOMJJYN12AB017F0BB,SOFMBGN12A8C13AEBA
SOWTPSE12A8C13EB70,SOWGGLJ12A6D4FB1A6,SOGNVKM12A6D4F8CA5
SOPONSG12A8C14128D,SOVNRFU12A8C141288,SOSGQKD12AF72AB831
SOGDLOO12AB0182A87,SOVCMVZ12AB0182A94,SOADTCD12A8C1425CC
SOFRSJP12A8C1464C8,SOAURJV12AC468F3C4,SOBICWC12A6D4F9422
SOZNLZL12AB01809C4,SOMFSRA12AB017F21E,SOUZSKM12A6D4FBFD2
SOUMPRK12A8C1336CE,SOJNOKM12A58A7774D,SOOFWBB12AC468DF67
SOJABEH12A6D4F6FE8,SOBDRBB12A6D4F56FE,SOFLTHK12A8C14281D
SOGAALR12AC3DFA33B,SOQAKTF12AB018A9F8,SOQTSCW12AB017E722
SORVXDG12AB0182904,SOZFRET12A6D4FD17E,SOBVGJQ12A8C14277F
SOAAGXT12A8C13A94D,SOZRTNQ12A6D4F90E7,SODBXNK12AB0182562
SOHHQQY12AB0186365,SOWHCAI12AB018416F,SOELWJL12AB018876C
SOBKHMJ12A6D4F7053,SOBVPIG12A6701DB09,SOPXGXD12A6D4F7D70
SOBUWGP12AB0188226,SOSZEJE12AB0185AB4,SORQGTR12A8C1350F5
SOBHTDE12AF72A7CD3,SOWAQJY12A6310DA23,SOZMYPM12A6701DAAC
SOIRUCW12AC4689314,SOGOUPG12A8C1355CE,SOVANGU12AB018AFF5
SOPTTLQ12A58A7B12B,SOQZOZZ12A6D4F8134,SOVZECR12A8C13530B
SOIWJBP12AB0188748,SOPTJKW12A8C13B660,SOGRLIG12A6D4F9CAB
SOTHIGU12AB0180D67,SOEWKBZ12AB017E3E7,SOAQQHI12A58A78FA5
SORSTPO12AB017FE28,SOUMRKX12AB017EAF9,SONDPQL12A8C134D18
SOLJPRU12A8C13980D,SOKAXCN12AB0181DE7,SOVYRGY12A67020A0D
SOSGXAZ12A6D4F8D36,SOSONLY12AB017B9FF,SOKBKPY12A8C140F2C
SOOJYHN12A58A773CD,SOMVDNT12A58A796AC,SODTWDE12A58A7C5FB
SOZZPYH12AB0187578,SOSLBDO12AB018117E,SOTTXMZ12A6D4F6DB1
SOQZPLW12A6D2282AC,SODVRJW12A8C136703,SOUKYBX12AF72AB35E
SOZXERA12A8C134B0B,SOXMFXX12A8C13F876,SOIGZDH12A6D4FB704
SOKXAFQ12AB01891A2,SORHXSH12A6D4F8155,SOQEYPY12AC3DF9E55
SOFTCFD12A8C14546C,SOUGTLE12A8C14547F,SOOKOGH12A8C13CCD0
SOEAOEP12AF72A19C4,SOFXSQY12A8C13BC20,SOCXWVO12A58A7E7C6
SOONKRM12AB0181E55,SOMLIKM12AB01805E3,SOOGNRX12A6D4FBDEC
SONMPUE12A6310DF6C,SOHKDXA12A8C134775,SOVAUIN12A8C1449B5
SOCTHZF12AB0186E5B,SOIJQWC12AB0185A11,SOPMOPR12A6D4FBC72
SOGJWUM12A58A80FC8,SOMUWMA12A67ADD611,SOJDBKY12AB0183B8A
SOYVGCI12AB018A0F9,SOCRKXP12AB018A10C,SOYMDFH12A8C13CEEF
SOTGXKA12A81C24161,SODBHKO12A58A77F36,SOSNWFQ12AB017EA4E
SOSZTYS12A8C1396F9,SOTTQIH12A6D4F9736,SOTREVK12A8C13BAD1
SOHWOCL12A8C14469F,SONZTSS12A8C142D50,SOTGFET12A81C22C5D
SOJKFQU12A58A7C3EF,SOXATRN12A8C1332BB,SOGTCPZ12AB017D9F0
SOSOAXV12A6D4F7C39,SOCYNYY12A8C13D8C4,SOAQCNA12AB01848DD
SOJLUYR12A67FFB354,SOLLRHL12AB0182F71,SORYPZH12AB0186EDE
SOAWIAD12AB01855B1,SOGYTJG12A8C141CDC,SOJIWHN12A6D4F9CE2
SOPIKDK12A6D4FBFF4,SOWYROJ12AB0189671,SOBMWXO12A8C132120
SORUKKN12A67021D65,SORSHQV12A58A7C87C,SOESUET12AB0185C96
SODVGCM12A8C13AEC2,SOMWUQI12A8C139457,SODFNRC12AB01811FC
SOWQBVB12AB017BA34,SOEHFRI12A58A7EA25,SOIOPZN12A81C22E4E
SOZECOE12AB017E615,SONKGNH12AB017D33A,SOYRLOK12A8C13CC60
SOPLJSZ12A58A79053,SORRVVS12AB0181EAF,SOFRQBE12A8C13ABBB
SOVNVPF12A8C13AD4A,SOGXWAU12A8C13BDB7,SOTACGF12A8C13ED36
SOACWQB12AB0180AE5,SOCIAJF12AB0187593,SOSAADQ12A8C137712
SOOCSHY12AC4686DB5,SOHIMCW12A8C139114,SOTFLBX12A6D4FA437
SOAPINS12A8C139C24,SOQLLCC12A8C139435,SOMNVJA12A8C144EDB
SOGBEEQ12CF533D03A,SOFQTGG127D4A6DCB1,SOKQWRX12A58A7DD14
SOCBYUQ12A67AE0083,SOBOVAL12A8C13EB3D,SOHCTYE12AB0182F87
SOBYUHR12AAFD96E45,SONUELI12CF5F88CB9,SOIRBEC12AB018A0AD
SOFGOGB12A8C13D18E,SOKMSZA12A8C13EB7D,SOGTWUN12AB0182D21
SOQFEJH12A8C145807,SOXOZEO12AAA8C5AFF,SOLYLAQ12AB018A0C1
SOYSMRU12A8C13F7B4,SOALWZX12A6701C593,SOTTUGH12AAA15EB5F
SOCMVJL12AB0181221,SOFMTWO12AB0183C58,SOPFBQZ12A8C13B030
SOLWTTZ12A8AE482DE,SOQXOXK12A81C219E6,SOHPQKE12A8C1366E1
SOYESJC12AB018B406,SOFWTCP12AB018653C,SOUIJVE12A8AE4961E
SOHMAWO12AB017C309,SOEGPZU12AB017C31C,SOIGOTF12A58A7AA24
SOCVGSL12AB0183E96,SODWWUT12A8C144E09,SOGYWBW12AB01863BD
SOKDUHV12A6D4FC256,SOEPTKX12A8C13FEE4,SODPCVZ12AB0184628
SOYBQPY12A8C144A7A,SOEHEFW12A8C143C20,SONKNBE12A8C13EEB0
SOHHMFQ12A58A7694C,SOUNVMP12A6D4F468C,SOHGNJI12AB018217A
SOJVFSJ12AB0186AF9,SOWBWRV12A6D4FB3D0,SOEIBOP12A8C1466D0
SOBAWLQ12AB018A53E,SOILXVI12AB018A512,SOAZBML12A8C139DEC
SOIQPTA12A67021606,SOQYLKS12A6702160D,SOMAFRA12A8C1400F9
SOAGWRC12A8C133B61,SOPLBIY12A8C1326A8,SOLNIYQ12AB0189AFD
SOHCYND12AF72A3CD9,SOWMQTJ12AB0184323,SOBTGUV12A8C137FCD
SOQIMBZ12A8C134D81,SOOPFWH12A8C134BA0,SOSWCOP12AB01864AF
SOCARSN12AB0189577,SOFTNCB12AAA15CFC1,SOKZGPT12AB018081C
SONGNFI12AB0181666,SOWONWN12AB0185D32,SOUQFUH12A8C1367EE
SOASSKD12AB018A072,SOASDAL12A81C22C2E,SOTTGWB12A6D4F58C6
SOOEPUA12A6D4F6BEE,SODZWXS12A6D4F89CA,SOFTAHY12A8C13560D
SOBTLXW12AB0180812,SOFSYOI12AB017F8D7,SOOJMHW12A6D4F76C4
SOGXDRH12A8C1319A0,SORFNFG12A8C134E43,SOEDWAM12AB0182DFA
SOOHJOA12AB017FFE1,SOBNGYP12A58A7FFE6,SORBAMM12A8C13E29F
SOMAFRA12A8C1400F9,SOCLVFC12A8C13C0E5,SORQORF12A6D4F954F
SOJNJAX12A8C13354D,SODHZCE12A6D4F6A0C,SOCSMCJ12A8C13DE3B
SOASECA12AB01875F6,SOAKFDN12AB018A37A,SOJABTU12A58A7E1CA
SOXAHMS12A6D4F6CFF,SOEMEPH12A8C142AD6,SOGBRNP12A8C1397EE
SOWPGJE12AB0187797,SOTNAOB12AB017C46F,SOHGYDF12A6D4FCD5E
SOCEWQY12A58A7E0CF,SOIEPOY12AB018652E,SOMHOLR12A6D4FBE6A
SOELVGK12A8C1337AF,SOBNYPF12AB0179B22,SOAAUGN12AB01830B6
SONPZSJ12A8C1413AB,SOJMSUF12AB0184626,SOEESJN12AAF3B3096
SOOPUBF12A8C1417BC,SOGARXB12A8C143D8D,SOMFYIV12A58A7F0B5
SOFAKTP12A8C13D296,SOQORHS12A8C13B8BD,SOHTQZH12A58A7EF84
SOVCRVD12AB017F07E,SOACBDU12AC96182C3,SOXKHKV12AB01830AB
SOMRPUH12A8C13C8D3,SOJRSGK12A8C13CBB5,SOYIWNY12AC3DF96FC
SOPQUIT12AB01826EA,SOJPUTV12AB017C9A1,SOVTFGQ12A8C143E1F
SOYCLVO12AB017B630,SOZAKQZ12AB017CAD0,SOPNEMC12AB017DE8F
SOCKFRY12A6BD4FEBB,SORUPKU12AB0180D1D,SOMTSYW12AC468E7B3
SOUUCMM12A8C1362C3,SOTSETT12AB01863B8,SOILSOW12AB0180973
SOQWDSR12AB01850B6,SOPXOYP12AB01883DE,SOBTPFX12AB018A096
SOUGFFJ12AB0180985,SOPTTBQ12A8C139D6A,SONZJGK12A6D4FBA14
SOTHISR12AC907277B,SONTDHR12A58A7DBD8,SOBMUGL12A58A7B67D
SOUTNEF12A6D4F9219,SOHVDTL12A6D4FA1F3,SOTSRTH12A6D4FB6CA
SODYZVS12A6D4F5E46,SOTJLEH12C41E0741E,SOZDCVN12A8C137F05
SOYWNKL12A58A7A694,SOWMUWV12A8C132F2B,SOCPFUN12AB01877E5
SOFHBAR12A6701D0FE,SOJMWGR12A6701D0FD,SONOLOH12A8C130DEF
SOESFUM12A8C13DA45,SOAXWNO12A8C1396E1,SORIATF12AB0184C3D
SOHBQUM12A8C13DAFB,SOYTTJX12A8C14334E,SOLSWAV12A8C141F80
SOKLZTC12A8C141362,SOYWESB12A8C1412F3,SOBWBCV12AB01830E3
SOIIOMT12A8C13D898,SOAAZTG12A8C13B0C0,SOTANPT12AC468817D
SOHAFNP12AB01821E5,SOOWCAH12AB0186F6C,SOAHAVB12AB018151E
SOGBLAT12AB0186CA6,SOOCHQI12AB0184171,SOOOUCP12AB0180D5B
SOAQJMY12AB0186060,SOKXKYQ12A6D4FE51E,SOWXACM12AB0186331
SOQVUVB12AC90726D4,SOLAGMD12A6D4FD30C,SOVSAWF12AB017BFD6
SOUSDPS12A6D4F9F19,SOOTFNM12A8C1440B8,SOWKFNZ12AB018263B
SOYOMLG12A81C22067,SOOZPVQ12A58A7E3B2,SOXYKMA12AB0182DDC
SOLLGHI12AB017ED36,SOHIGBM12A6D4F6A3B,SOHRUYI12A8C134C4D
SOBJTTS12A6D4F5BCC,SODVCWN12A8C135DF6,SOAWSCF12AB01825C7
SOTPFBX12AB0184CDB,SONPLDZ12A6D4FA810,SOTQJBV12AB018A0A9
SOVEXOF12AC4689A8F,SOPVKIC12A6D4FC6C2,SOHGYDF12A6D4FCD5E
SORBZAT12AB018641D,SOQCNTW12AB0184FD7,SOLHPWF12A6701C362
SOQNZNH12AB01889D9,SOCDCJO12AB018906F,SOODLJF12AB017F2EE
SOOHYFC12AC468E19C,SOZAMXP12AC468E18D,SOMWBYH12A8C1363DF
SOLGING12AB0182723,SOZFWDC12A8C13317B,SOYVKGW12AB01819A1
SOJVHYM12A8AE4659A,SOLIAYU12A6D4F9923,SOOZOFW12A58A7CCCB
SOCGYGW12A67ADD76B,SOCFHZP12A8C13DA21,SOGCCND12A6D4F7D47
SOLEWSN12A6D4F8DD6,SORDUCC12A6D4F8DD1,SOGCPXG12AB0184F73
SOMIMTG12A8C144DA2,SONSFOO12AB0187F10,SOGHIOE12A58A7EC3B
SOMAFRA12A8C1400F9,SOCLVFC12A8C13C0E5,SOKCMEE12A8C13742B
SOYDSBJ12A8C134327,SOHMALJ12A6D4FD771,SOGWHZJ12AAA8C5084
SOTQIGY12AB01892F3,SOVNIJU12AB0189365,SOJRSGK12A8C13CBB5
SOROWAY12AB0186FE6,SOHCTYE12AB0182F87,SOBDKQB12A58A7A3AF
SOILSOW12AB0180973,SOUWSCJ12AB0184B12,SOOOGJJ12A8C13B4F4
SORUSHL12AB017FE4F,SOCXQSA12AAF3B3145,SOQGWBX12AB017E456
SODWPOE12AB01842B9,SOSNFSN12AB01842B0,SODUEZG12A67AE0465
SOJEOJH12A8C13F935,SONRWUU12AF72A4283,SOYVFFX12AB0186B24
SOAUWCC12AB0182492,SOXXBOA12AB0188EDD,SOBJIMP12A8C140F1A
SORAAVO12A6701D32D,SOSHTHB12A6701D330,SOUGJCW12A8AE484EF
SOGEMTM12AAA8C5A81,SOIDBZL12AAA8C5AC7,SOIPOUY12A8C13BC3C
SOOGZKW12A6D4F71B9,SOFYIOH12A6D4FB317,SOLVHDF12A6D4FC206
